,Unnamed: 0,Room Description,Guest Room Info,Room Description Expanded,cluster_id
14,14,DREAM AWAY|1 KING MOBILITY/HEARING ACCESS W/TUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT/HDTV,Accessible Room,DREAM AWAY|1 KING MOBILITY/HEARING ACCESSIBLE WITHTUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT/HDTV,8
15,15,PRE/POST CRUISE ADA 1BR KING T|RATE COVERS DOUBLE OCCUPANCY. TRANSFERS TO,Accessible Room,PRE/POST CRUISE ACCESSIBLE 1BR KING T|RATE COVERS DOUBLE OCCUPANCY. TRANSFERS TO,20
16,16,TRIPADVISOR PLUS|ADA ROOM - AC-SITTING AREA-FREE WI-FI-DESK LG ROLL-IN SHOWER - INC CONT BREAKFAST,Accessible Room,TRIPADVISOR PLUS|ACCESSIBLE ROOM - AC-SITTING AREA-FREE WI-FI-DESK LG ROLL-IN SHOWER - INC CONT BREAKFAST,8
17,17,FLEXIBLE RATE|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Accessible Room,FLEXIBLE RATE|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN WITHMICRO/FRIDGE,21
18,18,2X POINTS PACKAGE|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Accessible Room,2X POINTS PACKAGE|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN WITHMICRO/FRIDGE,6
19,19,SEMI-FLEX|2QUEEN HEARING ACCESSIBLE STUDIO SUITE NOSMOK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,SEMI-FLEX|2QUEEN HEARING ACCESSIBLE STUDIO SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,8
20,20,PARK AND STAY AAA|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Accessible Room,PARK AND STAY AAA|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN WITHMICRO/FRIDGE,21
21,21,PARK AND STAY AARP|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Accessible Room,PARK AND STAY AARP|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN WITHMICRO/FRIDGE,21
22,22,SEMI-FLEX|1KING HEARING ACCESSIBLE STUDIO SUITE NOSMOK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,SEMI-FLEX|1KING HEARING ACCESSIBLE STUDIO SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,8
23,23,PARK AND GO|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Accessible Room,PARK AND GO|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN WITHMICRO/FRIDGE,21
24,24,FLEXIBLE RATE|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,FLEXIBLE RATE|1KING MOBILTY/HEARING ACCESSIBLE RI SHWR SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,8
25,25,2X POINTS PACKAGE|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,2X POINTS PACKAGE|1KING MOBILTY/HEARING ACCESSIBLE RI SHWR SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,8
26,26,PARK AND STAY AAA|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,PARK AND STAY AAA|1KING MOBILTY/HEARING ACCESSIBLE RI SHWR SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,8
27,27,PARK AND STAY AARP|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,PARK AND STAY AARP|1KING MOBILTY/HEARING ACCESSIBLE RI SHWR SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,8
28,28,PARK AND GO|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,PARK AND GO|1KING MOBILTY/HEARING ACCESSIBLE RI SHWR SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,8
29,29,TRIP ADVISOR|2QUEEN BEDS MINI FRIDGE 43 TV 318 SQ FT 5 PPL ADA ROOMS AVAIL UPON REQUEST COMP BOTTLED H20 BREAKFAST IN OUR RESTAURANT,Accessible Room,TRIP ADVISOR|2QUEEN BEDS MINI FRIDGE 43 TV 318 SQ FT 5 PPL ACCESSIBLE ROOMS AVAIL UPON REQUEST COMP BOTTLED H20 BREAKFAST IN OUR RESTAURANT,20
30,30,STANDARD RATE ADA KING SHR NSB|ADA KING ROOM WITH ACCESSIBLE SHOWER,Accessible Room,STANDARD RATE ACCESSIBLE KING SHR NSB|ACCESSIBLE KING ROOM WITH ACCESSIBLE SHOWER,8
31,31,CANCELLATION POLICY: DAY OF AR|SUPERIOR ACCESSIBLE ROOM KING BED-350 SQFT-LUXURY BATH AMENITIES-FREE WIFI-MAX 2 PPL CANCELLATION POLICY: DAY OF ARRIVAL AT 4 PM EXEMPT FROM FACILITY FEE REVERE CLUB ACCESS,Accessible Room,CANCELLATION POLICY: DAY OF AR|SUPERIOR ACCESSIBLE ROOM KING BED-350 SQFT-LUXURY BATH AMENITIES-FREE WIFI-MAX 2 PPL CANCELLATION POLICY: DAY OF ARRIVAL AT 4 PM EXEMPT FROM FACILITY FEE REVERE CLUB ACCESSIBLE,20
32,32,SEMI-FLEX|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Accessible Room,SEMI-FLEX|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN WITHMICRO/FRIDGE,21
33,33,CANCELLATION POLICY: DAY OF AR|SUPERIOR ACCESSIBLE ROOM 2 QUEEN BED-350 SQFT-LIVING SPACE-ROLL IN SHOWER-FREE WIFI-MAX 4 PPL CANCELLATION POLICY: DAY OF ARRIVAL AT 4 PM EXEMPT FROM FACILITY FEE REVERE CLUB ACCESS,Accessible Room,CANCELLATION POLICY: DAY OF AR|SUPERIOR ACCESSIBLE ROOM 2 QUEEN BED-350 SQFT-LIVING SPACE-ROLL IN SHOWER-FREE WIFI-MAX 4 PPL CANCELLATION POLICY: DAY OF ARRIVAL AT 4 PM EXEMPT FROM FACILITY FEE REVERE CLUB ACCESSIBLE,20
34,34,FLEXIBLE RATE|ACCESSIBLE SKYLINE CATHEDRAL VIEW KING - 360 SF OR 33 SM - ADA COMPLIANT ROOM ON HIGH FLOOR,Accessible Room,FLEXIBLE RATE|ACCESSIBLE SKYLINE CATHEDRAL VIEW KING - 360 SF OR 33 SM - ACCESSIBLE COMPLIANT ROOM ON HIGH FLOOR,8
35,35,FLEXIBLE RATE|ACCESSIBLE SKYLINE CATHEDRAL VIEW TWO DBL BEDS - 360 SF OR 33 SM - ADA COMPLIANT ROOM,Accessible Room,FLEXIBLE RATE|ACCESSIBLE SKYLINE CATHEDRAL VIEW TWO DOUBLE BEDS - 360 SF OR 33 SM - ACCESSIBLE COMPLIANT ROOM,8
36,36,WORLD RAINBOW HOTELS BAR|ACCESSIBLE SKYLINE CATHEDRAL VIEW KING - 360 SF OR 33 SM - ADA COMPLIANT ROOM ON HIGH FLOOR,Accessible Room,WORLD RAINBOW HOTELS BAR|ACCESSIBLE SKYLINE CATHEDRAL VIEW KING - 360 SF OR 33 SM - ACCESSIBLE COMPLIANT ROOM ON HIGH FLOOR,8
37,37,TRIPADVISOR PLUS RATE|MOBILITY ACCESSIBLE TWO QUEEN GULF VIEW ROOM FURNISHED BALCONY 15PCT OFF 20USD CREDIT DAILY WELCOME GIFT,Accessible Room,TRIPADVISOR PLUS RATE|MOBILITY ACCESSIBLE TWO QUEEN GULF VIEW ROOM FURNISHED BALCONY 15PCT OFF 20USD CREDIT DAILY WELCOME GIFT,8
38,38,FLEXIBLE RATE|ACCESSIBLE TOWERS ROOM TWO QUEENS - 465 SF OR 43 SM - ADA ROOM ON FLOORS 41 TO 55,Accessible Room,FLEXIBLE RATE|ACCESSIBLE TOWERS ROOM TWO QUEENS - 465 SF OR 43 SM - ACCESSIBLE ROOM ON FLOORS 41 TO 55,8
39,39,WORLD RAINBOW HOTELS BAR|ACCESSIBLE SKYLINE CATHEDRAL VIEW TWO DBL BEDS - 360 SF OR 33 SM - ADA COMPLIANT ROOM,Accessible Room,WORLD RAINBOW HOTELS BAR|ACCESSIBLE SKYLINE CATHEDRAL VIEW TWO DOUBLE BEDS - 360 SF OR 33 SM - ACCESSIBLE COMPLIANT ROOM,8
40,40,TRIP ADVISOR PLUS RATE|ADA DELUXE KING-CITY VIEW-1 KING-374SQFT- WIFI-ROLL IN SHOWER-LUXURY LINENS,Accessible Room,TRIP ADVISOR PLUS RATE|ACCESSIBLE DELUXE KING-CITY VIEW-1 KING-374SQFT- WIFI-ROLL IN SHOWER-LUXURY LINENS,1
41,41,FLEXIBLE RATE|KING BED URBAN ROOM MOBILITY ACCESS BATHTUB 30USD MAND CHG/CONTEMP DESIGN/55 IN TV/FRIDGE,Accessible Room,FLEXIBLE RATE|KING BED URBAN ROOM MOBILITY ACCESSIBLE BATHTUB 30USD MAND CHG/CONTEMP DESIGN/55 IN TV/FRIDGE,8
42,42,TRIP ADVISOR PLUS RATE|ADA DELUXE 2 QUEENS-CITY VW-2 QUEENS-495SQFT- WIFI-ROLL IN SHOWER-LUXURY LINENS,Accessible Room,TRIP ADVISOR PLUS RATE|ACCESSIBLE DELUXE 2 QUEENS-CITY VIEW-2 QUEENS-495SQFT- WIFI-ROLL IN SHOWER-LUXURY LINENS,1
43,43,BEST AVAILABLE RATE|1 KING MOBILITY/HEARING ACCESS W/TUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT,Accessible Room,BEST AVAILABLE RATE|1 KING MOBILITY/HEARING ACCESSIBLE WITHTUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT,8
44,44,FLEXIBLE RATE|URBAN 2 DOUBLE HEARING ACCESSIBLE 30USD MAND CHG/VIS FIREALRM/DOOR/PHN ALRT,Accessible Room,FLEXIBLE RATE|URBAN 2 DOUBLE HEARING ACCESSIBLE 30USD MAND CHG/VIS FIREALRM/DOOR/PHN ALRT,8
45,45,2X POINTS PACKAGE|1 KING MOBILITY/HEARING ACCESS W/TUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT,Accessible Room,2X POINTS PACKAGE|1 KING MOBILITY/HEARING ACCESSIBLE WITHTUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT,8
46,46,"WYNDHAM REWARDS DOUBLE POINTS|1 KING BED ACCESSIBLE ROOM NSMK WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room,"WYNDHAM REWARDS DOUBLE POINTS|1 KING BED ACCESSIBLE ROOM NON SMOKING WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",6
47,47,SEMI-FLEX|1 KING MOBILITY/HEARING ACCESS W/TUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT,Accessible Room,SEMI-FLEX|1 KING MOBILITY/HEARING ACCESSIBLE WITHTUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT,8
48,48,FLEXIBLE RATE|URBAN 1 KING MOBILITY ACCESS BATHTUB 30USD MAND CHG/VIS FIREALRM/DOOR/PHN ALRT,Accessible Room,FLEXIBLE RATE|URBAN 1 KING MOBILITY ACCESSIBLE BATHTUB 30USD MAND CHG/VIS FIREALRM/DOOR/PHN ALRT,8
49,49,BEST AVAILABLE RATE|1 KING HEARING ACCESS STUDIO W/SOFABED NS VIS FIREALRM/DOOR/PHN ALRT/SOFABED,Accessible Room,BEST AVAILABLE RATE|1 KING HEARING ACCESSIBLE STUDIO WITHSOFABED NON SMOKING VIS FIREALRM/DOOR/PHN ALRT/SOFABED,8
50,50,2X POINTS PACKAGE|1 KING HEARING ACCESS STUDIO W/SOFABED NS VIS FIREALRM/DOOR/PHN ALRT/SOFABED,Accessible Room,2X POINTS PACKAGE|1 KING HEARING ACCESSIBLE STUDIO WITHSOFABED NON SMOKING VIS FIREALRM/DOOR/PHN ALRT/SOFABED,8
51,51,SEMI-FLEX|1 KING HEARING ACCESS STUDIO W/SOFABED NS VIS FIREALRM/DOOR/PHN ALRT/SOFABED,Accessible Room,SEMI-FLEX|1 KING HEARING ACCESSIBLE STUDIO WITHSOFABED NON SMOKING VIS FIREALRM/DOOR/PHN ALRT/SOFABED,8
52,52,WORLD RAINBOW HOTELS BAR|ACCESSIBLE TOWERS ROOM TWO QUEENS - 465 SF OR 43 SM - ADA ROOM ON FLOORS 41 TO 55,Accessible Room,WORLD RAINBOW HOTELS BAR|ACCESSIBLE TOWERS ROOM TWO QUEENS - 465 SF OR 43 SM - ACCESSIBLE ROOM ON FLOORS 41 TO 55,8
53,53,SEMI-FLEX|URBAN 2 DOUBLE HEARING ACCESSIBLE 30USD MAND CHG/VIS FIREALRM/DOOR/PHN ALRT,Accessible Room,SEMI-FLEX|URBAN 2 DOUBLE HEARING ACCESSIBLE 30USD MAND CHG/VIS FIREALRM/DOOR/PHN ALRT,8
54,54,"AAA HOT DEALS|1 KING BED ACCESSIBLE ROOM NSMK WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room,"AAA HOT DEALS|1 KING BED ACCESSIBLE ROOM NON SMOKING WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",8
55,55,"BEST AVAILABLE RATE FLEXIBLE|1 KING BED ACCESSIBLE ROOM NSMK WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room,"BEST AVAILABLE RATE FLEXIBLE|1 KING BED ACCESSIBLE ROOM NON SMOKING WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",8
56,56,PARK STAY FLY ADA KING SHR NSB|FREE LONGTERM PARKING FOR UP TO 14 NIGHTS,Accessible Room,PARK STAY FLY ACCESSIBLE KING SHR NSB|FREE LONGTERM PARKING FOR UP TO 14 NIGHTS,20
57,57,SNOOZE   CRUISE ADA KING SHR N|TRANSPORTATION FROM TAMPA AIRPORT TO HOTEL,Accessible Room,SNOOZE   CRUISE ACCESSIBLE KING SHR N|TRANSPORTATION FROM TAMPA AIRPORT TO HOTEL,20
58,58,"PAY NOW SAVE NON-CX|1 KING BED ACCESSIBLE ROOM NSMK WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room,"PAY NOW SAVE NON-CX|1 KING BED ACCESSIBLE ROOM NON SMOKING WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",8
59,59,"AAA RATE|1 KING BED ACCESSIBLE ROOM NSMK WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room,"AAA RATE|1 KING BED ACCESSIBLE ROOM NON SMOKING WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",8
60,60,SEMI-FLEX|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,SEMI-FLEX|1KING MOBILTY/HEARING ACCESSIBLE RI SHWR SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,8
61,61,FLEXIBLE RATE|1 SOFA PARLOR MOBILITY ACCESS TUB NO SMOK PARLOR-CUSTOM KING SLEEPER SOFA,Accessible Room,FLEXIBLE RATE|1 SOFA PARLOR MOBILITY ACCESSIBLE TUB NO SMOK PARLOR-CUSTOM KING SLEEPER SOFA,8
62,62,2X POINTS PACKAGE|1 SOFA PARLOR MOBILITY ACCESS TUB NO SMOK PARLOR-CUSTOM KING SLEEPER SOFA,Accessible Room,2X POINTS PACKAGE|1 SOFA PARLOR MOBILITY ACCESSIBLE TUB NO SMOK PARLOR-CUSTOM KING SLEEPER SOFA,6
63,63,FLEXIBLE RATE|2QN MOBILITY ACCESSIBLE W/BATHTUB COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room,FLEXIBLE RATE|2QN MOBILITY ACCESSIBLE WITHBATHTUB COMP WIFI- HDTVS WITH HIDEF CHANNELS,8
64,64,2X POINTS|2QN MOBILITY ACCESSIBLE W/BATHTUB COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room,2X POINTS|2QN MOBILITY ACCESSIBLE WITHBATHTUB COMP WIFI- HDTVS WITH HIDEF CHANNELS,8
65,65,BREAKFAST INCLUDED|2QN MOBILITY ACCESSIBLE W/BATHTUB COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room,BREAKFAST INCLUDED|2QN MOBILITY ACCESSIBLE WITHBATHTUB COMP WIFI- HDTVS WITH HIDEF CHANNELS,8
66,66,FAMILY FUN PACKAGE.|1 SOFA PARLOR MOBILITY ACCESS TUB NO SMOK PARLOR-CUSTOM KING SLEEPER SOFA,Accessible Room,FAMILY FUN PACKAGE.|1 SOFA PARLOR MOBILITY ACCESSIBLE TUB NO SMOK PARLOR-CUSTOM KING SLEEPER SOFA,8
67,67,SEMI-FLEX|URBAN 1 KING MOBILITY ACCESS BATHTUB 30USD MAND CHG/VIS FIREALRM/DOOR/PHN ALRT,Accessible Room,SEMI-FLEX|URBAN 1 KING MOBILITY ACCESSIBLE BATHTUB 30USD MAND CHG/VIS FIREALRM/DOOR/PHN ALRT,8
68,68,TRIPADVISOR PLUS RATE|ACCESSIBLE KING SUITE WITH FULL SOFA SLEEPER 500 SQ FT - ADA SHOWER - GROUND FLOOR,Accessible Room,TRIPADVISOR PLUS RATE|ACCESSIBLE KING SUITE WITH FULL SOFA SLEEPER 500 SQ FT - ACCESSIBLE SHOWER - GROUND FLOOR,8
69,69,"SENIOR DISCOUNT|1 KING BED ACCESSIBLE ROOM NSMK WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room,"SENIOR DISCOUNT|1 KING BED ACCESSIBLE ROOM NON SMOKING WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",8
70,70,"AARP RATE|1 KING BED ACCESSIBLE ROOM NSMK WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room,"AARP RATE|1 KING BED ACCESSIBLE ROOM NON SMOKING WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",8
71,71,JEAN GEORGES BED AND BREAKFAST|ADA ACCESSIBLE ROOM. KING BED. 450 SQFT. COURTYARD VIEW. COMP WIFI,Accessible Room,JEAN GEORGES BED AND BREAKFAST|ACCESSIBLE ACCESSIBLE ROOM. KING BED. 450 SQFT. COURTYARD VIEW. COMP WIFI,8
72,72,BEST AVAILABLE RATE|ADA ACCESSIBLE ROOM. KING BED. 450 SQFT. COURTYARD VIEW. COMP WIFI,Accessible Room,BEST AVAILABLE RATE|ACCESSIBLE ACCESSIBLE ROOM. KING BED. 450 SQFT. COURTYARD VIEW. COMP WIFI,8
73,73,TRIPADVISOR PLUS RATE|2 ACCESSIBLE ROOMS KING BED FULL KITCHEN 1 QUEEN SLEEPER DINING AREA 2 BATHROOMS 15PCT OFF 20USD CREDIT DAILY WELCOME GIFT,Accessible Room,TRIPADVISOR PLUS RATE|2 ACCESSIBLE ROOMS KING BED FULL KITCHEN 1 QUEEN SLEEPER DINING AREA 2 BATHROOMS 15PCT OFF 20USD CREDIT DAILY WELCOME GIFT,20
74,74,FLEXIBLE RATE|ACCESSIBLE SUPERIOR TWO DOUBLE BEDS - 360 SF OR 33 SM - ADA COMPLIANT ROOM,Accessible Room,FLEXIBLE RATE|ACCESSIBLE SUPERIOR TWO DOUBLE BEDS - 360 SF OR 33 SM - ACCESSIBLE COMPLIANT ROOM,8
75,75,CWT FREE WIFI FOR IHG REWARDS|MEMBERS. 10 IHG PTS PER 1 USD SPENT DESTINATION KING IC MOBILITY ACCESSIBLE ROLL IN SHWR MOBILITY ACCESSIBLE.  EXPECT MODERN ELEGANCE WHILE STAYING TRUE TO,Accessible Room,CWT FREE WIFI FOR IHG REWARDS|MEMBERS. 10 IHG PTS PER 1 USD SPENT DESTINATION KING IC MOBILITY ACCESSIBLE ROLL IN SHWR MOBILITY ACCESSIBLE.  EXPECT MODERN ELEGANCE WHILE STAYING TRUE TO,8
76,76,TRIPADVISOR PLUS RATE|ADA DELUXE KING SHOWER ONLY 1 KING BED ,Accessible Room,TRIPADVISOR PLUS RATE|ACCESSIBLE DELUXE KING SHOWER ONLY 1 KING BED ,1
77,77,STAY PARK FLY ADA 2BR 2D1K SHW|INCLUDES ONE NIGHT STAY AND 7 NIGHTS,Accessible Room,STAY PARK FLY ACCESSIBLE 2BR 2D1K SHW|INCLUDES ONE NIGHT STAY AND 7 NIGHTS,8
78,78,STANDARD RATE ADA KG TUB NO SB|ADA KING ROOM WITH ACCESSIBLE BATHTUB,Accessible Room,STANDARD RATE ACCESSIBLE KING TUB NO SB|ACCESSIBLE KING ROOM WITH ACCESSIBLE BATHTUB,8
79,79,FLEXIBLE RATE|1 KING HEARING/MOBILITY ACCESS WITH BATHTUB VIS FIREALRM/DOOR/PHN ALRT-FRIDGE-340SQFT,Accessible Room,FLEXIBLE RATE|1 KING HEARING/MOBILITY ACCESSIBLE WITH BATHTUB VIS FIREALRM/DOOR/PHN ALRT-FRIDGE-340SQFT,8
80,80,2X POINTS|1 KING HEARING/MOBILITY ACCESS WITH BATHTUB VIS FIREALRM/DOOR/PHN ALRT-FRIDGE-340SQFT,Accessible Room,2X POINTS|1 KING HEARING/MOBILITY ACCESSIBLE WITH BATHTUB VIS FIREALRM/DOOR/PHN ALRT-FRIDGE-340SQFT,8
81,81,DREAM AWAY|KING BED URBAN ROOM MOBILITY ACCESS BATHTUB 30USD MAND CHG/CONTEMP DESIGN/55 IN TV/FRIDGE,Accessible Room,DREAM AWAY|KING BED URBAN ROOM MOBILITY ACCESSIBLE BATHTUB 30USD MAND CHG/CONTEMP DESIGN/55 IN TV/FRIDGE,8
82,82,FLEXIBLE RATE|1KNG MOB ACC RI-SHW COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room,FLEXIBLE RATE|1KNG MOB ACC RI-SHW COMP WIFI- HDTVS WITH HIDEF CHANNELS,20
83,83,2X POINTS|1KNG MOB ACC RI-SHW COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room,2X POINTS|1KNG MOB ACC RI-SHW COMP WIFI- HDTVS WITH HIDEF CHANNELS,6
