,Room Description,Guest Room Info
843,BEST AVAILABLE RATE|2 QUEENS HEARING ACCESSIBLE NONSMOKING VIS FIREALRM/DOOR/PHN ALRT/HDTV,Accessible Room
844,SEMI-FLEX|URBAN 2 DOUBLE HEARING ACCESSIBLE 30USD MAND CHG/VIS FIREALRM/DOOR/PHN ALRT,Accessible Room
847,SEMI-FLEX|URBAN 1 KING MOBILITY ACCESS BATHTUB 30USD MAND CHG/VIS FIREALRM/DOOR/PHN ALRT,Accessible Room
850,2X POINTS PACKAGE|1 KING 1BDRM MOBILITY ACCESS W/ TUB NO SMOK WIFI AVL-SLEEPER SOFA-MICROWAVE-REFRIGERATOR,Accessible Room
899,2X POINTS PACKAGE|1 KING MOBILITY/HEARING ACCESS W/TUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT,Accessible Room
909,2X POINTS|1 KING MOBILITY/HEARING ACCESSIBLE W/ BATHTUB VIS FIREALRM/DOOR/PHN ALRT,Accessible Room
925,FLEXIBLE RATE|2 QUEEN HEARING ACCESSIBLE ROOM VIS FIREALRM/DOOR/PHN ALRT,Accessible Room
933,FLEXIBLE RATE|2 QUEEN MOBILITY ACCESSIBLE W/ BATHTUB COMP WIFI- BED WITH ADJUSTABLE FIRMNESS DIAL,Accessible Room
936,FLEXIBLE RATE|1 KING MOBILITY/HEARING ACCESS W/RI SHWR VIS FIREALRM/DOOR/PHN ALRT,Accessible Room
941,FLEXIBLE RATE|1KING HEARING ACCESSIBLE STUDIO SUITE NOSMOK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room
947,SEMI-FLEX|2QUEEN HEARING ACCESSIBLE STUDIO SUITE NOSMOK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room
964,2X POINTS PACKAGE|1 KING 1BDRM MOBILITY ACCESS W/ TUB NO SMOK WIFI AVL-SLEEPER SOFA-MICROWAVE-REFRIGERATOR,Accessible Room
966,2X POINTS PACKAGE|2QUEEN HEARING ACCESSIBLE STUDIO SUITE NOSMOK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room
972,SEMI-FLEX|1 KING MOBILITY/HEARING ACCESSIBLE RI SHWR VIS FIREALRM/DOOR/PHN ALRT,Accessible Room
988,PARK AND GO|2QUEEN HEARING ACCESSIBLE STUDIO SUITE NOSMOK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room
1075,FLEXIBLE RATE|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Suite
1076,2X POINTS PACKAGE|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Suite
1077,PARK AND STAY AAA|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Suite
1078,PARK AND STAY AARP|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Suite
1079,PARK AND GO|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Suite
1107,SEMI-FLEX|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Suite
1481,BOOKS FOR KIDS|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Suite
1581,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM SUITE, 1 KING",Suite
1694,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM LARGER SUITE, 1 KING, SOFA BED",Suite
1697,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM SUITE, 1 KING, SOFA BED",Suite
1903,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM SUITE, 1 KING",Suite
1965,"REGULAR RATE|FLEXIBLE RATE, SUITE, 1 KING, SOFA BED",Suite
1969,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM 2 ROOM SUITE, 1 KING, SOFA BED",Suite
2029,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2038,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2047,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2068,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2095,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2102,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2109,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2123,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2129,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2162,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 BEDROOM LARGER SUITE, 1 KING",Executive/Club Suite
2167,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2168,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2173,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2177,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2187,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2191,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2193,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2196,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2197,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2204,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 2 QUEEN",Executive/Club Suite
2223,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2230,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2231,FLEXIBLE RATE|EXECUTIVE SUITE 2 DBL BEDS 30USD MAND CHG/SITTING AREA/EXEC LOUNGE/1BDRM,Executive/Club Suite
2234,SEMI-FLEX|EXECUTIVE SUITE 2 DBL BEDS 30USD MAND CHG/SITTING AREA/EXEC LOUNGE/1BDRM,Executive/Club Suite
2239,"MARRIOTT SENIOR DISC.|MARRIOTT SENIOR DISCOUNT, INCLUDES 62 YEARS AND OLDER VALID ID REQUIRED, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2243,FLEXIBLE RATE|2 ROOM EXECUTIVE SUITE-1 KING BED-NONSMOKING CONFERENCE TABLE FOR 8-WIFI AVAILABLE,Executive/Club Suite
2244,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2251,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2257,"AAA HOT DEALS|AAA CAA HOT DEALS, MEMBERSHIP CARD REQUIRED, 1 BEDROOM EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2266,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2270,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2274,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2275,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2284,2X POINTS PACKAGE|2 ROOM EXECUTIVE SUITE-1 KING BED-NONSMOKING CONFERENCE TABLE FOR 8-WIFI AVAILABLE,Executive/Club Suite
2292,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2310,FLEXIBLE RATE|EXECUTIVE SUITE 1 KING BED 30USD MAND CHG/SITTING AREA/EXEC LOUNGE,Executive/Club Suite
2319,SEMI-FLEX|EXECUTIVE SUITE 1 KING BED 30USD MAND CHG/SITTING AREA/EXEC LOUNGE,Executive/Club Suite
2331,PREMIUM WI-FI|2 ROOM EXECUTIVE SUITE-1 KING BED-NONSMOKING CONFERENCE TABLE FOR 8-WIFI AVAILABLE,Executive/Club Suite
2335,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2338,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2339,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2343,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2352,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2361,"PREPAY NONREF|PREPAY NON-REFUNDABLE, CHANGES UP TO 1 DAY PRIOR TO STAY, SEE RATE DETAILS, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2394,"AAA AMERICAN AUTO ASSN|AAA CAA RATE, MEMBERSHIP CARD REQUIRED, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2395,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2405,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2407,"AAA AMERICAN AUTO ASSN|AAA CAA RATE, MEMBERSHIP CARD REQUIRED, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2408,"MEMBER RETAIL RATE|MEMBER RATE FLEXIBLE, EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2412,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED, BALCONY",Executive/Club Suite
2427,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2428,"AAA AMERICAN AUTO ASSN|AAA CAA RATE, MEMBERSHIP CARD REQUIRED, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2429,"PREPAY NONREF NO CHNG|PREPAY NON-REFUNDABLE NON-CHANGEABLE, PREPAY IN FULL, SEE RATE DETAILS, EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2437,"MARRIOTT SENIOR DISC.|MARRIOTT SENIOR DISCOUNT, INCLUDES 62 YEARS AND OLDER VALID ID REQUIRED, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2441,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2453,"AAA AMERICAN AUTO ASSN|AAA CAA RATE, MEMBERSHIP CARD REQUIRED, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2474,FLEXIBLE RATE|2 ROOM EXECUTIVE SUITE-1 KING BED-NONSMOKING CONFERENCE TABLE FOR 8-WIFI AVAILABLE,Executive/Club Suite
2475,"MARRIOTT SENIOR DISC.|MARRIOTT SENIOR DISCOUNT, INCLUDES 62 YEARS AND OLDER VALID ID REQUIRED, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2481,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED, BALCONY",Executive/Club Suite
2484,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2494,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2496,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2518,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2527,2X POINTS PACKAGE|2 ROOM EXECUTIVE SUITE-1 KING BED-NONSMOKING CONFERENCE TABLE FOR 8-WIFI AVAILABLE,Executive/Club Suite
2531,SEMI-FLEX|2 ROOM EXECUTIVE SUITE-1 KING BED-NONSMOKING CONFERENCE TABLE FOR 8-WIFI AVAILABLE,Executive/Club Suite
2538,BEST AVAILABLE RATE|EXECUTIVE SUITE,Executive/Club Suite
2563,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2566,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2570,"MARRIOTT SENIOR DISC.|MARRIOTT SENIOR DISCOUNT, INCLUDES 62 YEARS AND OLDER VALID ID REQUIRED, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2571,"MEMBER RETAIL RATE|MEMBER RATE FLEXIBLE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, CITY VIEW",Executive/Club Suite
2572,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2573,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 BEDROOM EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2575,BEST AVAILABLE RATE|EXECUTIVE SUITE,Executive/Club Suite
2579,"MEMBER RETAIL RATE|MEMBER RATE FLEXIBLE, 1 BEDROOM EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2583,FLEXIBLE RATE|2 ROOM EXECUTIVE SUITE-1 KING BED-NONSMOKING CONFERENCE TABLE FOR 8-WIFI AVAILABLE,Executive/Club Suite
2590,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2591,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2592,"PREPAY NONREF|PREPAY NON-REFUNDABLE, CHANGES UP TO 1 DAY PRIOR TO STAY, SEE RATE DETAILS, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2595,"PREPAY NONREF|PREPAY NON-REFUNDABLE, CHANGES UP TO 1 DAY PRIOR TO STAY, SEE RATE DETAILS, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2611,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 BEDROOM EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2624,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2627,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2647,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 2 QUEEN, SOFA BED",Executive/Club Suite
2658,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, BALCONY",Executive/Club Suite
2680,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED, CITY VIEW",Executive/Club Suite
2681,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2695,"MEMBER RETAIL RATE|MEMBER RATE FLEXIBLE, EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2700,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED, CORNER ROOM",Executive/Club Suite
2706,2X POINTS PACKAGE|2 ROOM EXECUTIVE SUITE-1 KING BED-NONSMOKING CONFERENCE TABLE FOR 8-WIFI AVAILABLE,Executive/Club Suite
2709,"AAA AMERICAN AUTO ASSN|AAA CAA RATE, MEMBERSHIP CARD REQUIRED, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2711,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2718,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 BEDROOM SUITE, 1 KING, SOFA BED",Executive/Club Suite
2735,"MEMBER RETAIL RATE|MEMBER RATE FLEXIBLE, EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2739,"AAA AMERICAN AUTO ASSN|AAA CAA RATE, MEMBERSHIP CARD REQUIRED, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2746,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, SOFA BED, CITY VIEW",Executive/Club Suite
2748,"REGULAR RATE|FLEXIBLE RATE, SEE RATE DETAILS, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2754,"STAY PASS|WORK ANYWHERE STAY PASS, SEE RATE DETAILS, EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2768,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2786,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2792,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2796,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 2 QUEEN, SOFA BED",Executive/Club Suite
2799,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2807,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2812,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2817,EVERY 3RD NIGHT FREE|TOWERS EXECUTIVE SUITE KING - 655 SF OR 61 SM - OVERLOOKING ICONIC ST PATRICKS CATHEDRAL,Executive/Club Suite
2823,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 2 QUEEN, SOFA BED",Executive/Club Suite
2824,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, SUITE, 1 KING",Executive/Club Suite
2829,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2834,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, CORNER ROOM",Executive/Club Suite
2835,"BREAKFAST FOR ONE|ROOM AND BREAKFAST RATE, INCLUDES BREAKFAST FOR 1 GUEST, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2837,"AAA AMERICAN AUTO ASSN|AAA CAA RATE, MEMBERSHIP CARD REQUIRED, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2845,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2846,BEST AVAILABLE RATE MASTER|EXECUTIVE SUITE -RIVER VIEW. LIVING ROOM. FREE WIFI.,Executive/Club Suite
2847,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2861,"MEMBER RETAIL RATE|MEMBER RATE FLEXIBLE, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2872,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 2 QUEEN, SOFA BED",Executive/Club Suite
2875,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED, CORNER ROOM",Executive/Club Suite
2878,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2879,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2880,"AAA AMERICAN AUTO ASSN|AAA CAA RATE, MEMBERSHIP CARD REQUIRED, EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2882,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 2 QUEEN, SOFA BED",Executive/Club Suite
2886,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, SOFA BED, BALCONY",Executive/Club Suite
2888,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, SOFA BED, BALCONY",Executive/Club Suite
2889,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2898,"REGULAR RATE|FLEXIBLE RATE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2903,"AAA AMERICAN AUTO ASSN|AAA CAA RATE, MEMBERSHIP CARD REQUIRED, EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2909,"MARRIOTT SENIOR DISC.|MARRIOTT SENIOR DISCOUNT, INCLUDES 62 YEARS AND OLDER VALID ID REQUIRED, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2913,"MARRIOTT SENIOR DISC.|MARRIOTT SENIOR DISCOUNT, INCLUDES 62 YEARS AND OLDER VALID ID REQUIRED, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2923,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING",Executive/Club Suite
2939,"MEMBER RETAIL RATE|MEMBER RATE FLEXIBLE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2942,"AAA AMERICAN AUTO ASSN|AAA CAA RATE, MEMBERSHIP CARD REQUIRED, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2944,"MEMBER RETAIL RATE|MEMBER RATE FLEXIBLE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2949,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2950,"MARRIOTT SENIOR DISC.|MARRIOTT SENIOR DISCOUNT, INCLUDES 62 YEARS AND OLDER VALID ID REQUIRED, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2963,"MEMBER RETAIL RATE|MEMBER RATE FLEXIBLE, 1 BEDROOM EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2978,"AAA AMERICAN AUTO ASSN|AAA CAA RATE, MEMBERSHIP CARD REQUIRED, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
2983,"REGULAR RATE|FLEXIBLE RATE, EXECUTIVE SUITE, 1 KING, SOFA BED",Executive/Club Suite
