,Unnamed: 0,Room Description,Guest Room Info,Room Description Expanded,LDA_Topic,Top Words,BERTopic_Topic,BERTopic_Top_Words,NMF_Topic,NMF_Topic_Name,TFIDF_LDA_Topic,TFIDF_LDA_Topic_Name,NMF_Topic_50,NMF_Topic_Name_50,TFIDF_LDA_Topic_50,TFIDF_LDA_Topic_Name_50
10,10,PARK AND STAY AAA|1KING HEARING ACCESSIBLE STUDIO SUITE NOSMOK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,PARK AND STAY AAA|1KING HEARING ACCESSIBLE STUDIO SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,17,"accessible, plus, hearing, mobility, tripadvisor, shower, door, king, vis",5,"hearing, vis, door, alrt, phn",15,hearing accessible door phn phn alrt firealrm door vis firealrm,13,phone alert door phone alarm door hearing accessible visual alarm,15,hearing accessible door phn phn alrt firealrm door vis firealrm,13,door phone phone alert bi level hearing accessible alarm door
11,11,PARK AND STAY AARP|1KING HEARING ACCESSIBLE STUDIO SUITE NOSMOK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,PARK AND STAY AARP|1KING HEARING ACCESSIBLE STUDIO SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,17,"accessible, plus, hearing, mobility, tripadvisor, shower, door, king, vis",5,"hearing, vis, door, alrt, phn",15,hearing accessible door phn phn alrt firealrm door vis firealrm,13,phone alert door phone alarm door hearing accessible visual alarm,15,hearing accessible door phn phn alrt firealrm door vis firealrm,13,door phone phone alert bi level hearing accessible alarm door
12,12,PARK AND GO|1KING HEARING ACCESSIBLE STUDIO SUITE NOSMOK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,PARK AND GO|1KING HEARING ACCESSIBLE STUDIO SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,17,"accessible, plus, hearing, mobility, tripadvisor, shower, door, king, vis",-1,Outlier,15,hearing accessible door phn phn alrt firealrm door vis firealrm,13,phone alert door phone alarm door hearing accessible visual alarm,15,hearing accessible door phn phn alrt firealrm door vis firealrm,13,door phone phone alert bi level hearing accessible alarm door
13,13,2X POINTS PACKAGE|1 KING MOBILITY/HEARING ACCESS W/TUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT/HDTV,Accessible Room,2X POINTS PACKAGE|1 KING MOBILITY/HEARING ACCESSIBLE WITHTUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT/HDTV,17,"accessible, plus, hearing, mobility, tripadvisor, shower, door, king, vis",5,"hearing, vis, door, alrt, phn",15,hearing accessible door phn phn alrt firealrm door vis firealrm,10,door phn firealrm door vis firealrm hearing accessible phn alrt,15,hearing accessible door phn phn alrt firealrm door vis firealrm,30,phn alrt door phn firealrm door vis firealrm hearing accessible
14,14,DREAM AWAY|1 KING MOBILITY/HEARING ACCESS W/TUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT/HDTV,Accessible Room,DREAM AWAY|1 KING MOBILITY/HEARING ACCESSIBLE WITHTUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT/HDTV,17,"accessible, plus, hearing, mobility, tripadvisor, shower, door, king, vis",5,"hearing, vis, door, alrt, phn",15,hearing accessible door phn phn alrt firealrm door vis firealrm,10,door phn firealrm door vis firealrm hearing accessible phn alrt,15,hearing accessible door phn phn alrt firealrm door vis firealrm,30,phn alrt door phn firealrm door vis firealrm hearing accessible
15,15,PRE/POST CRUISE ADA 1BR KING T|RATE COVERS DOUBLE OCCUPANCY. TRANSFERS TO,Accessible Room,PRE/POST CRUISE ACCESSIBLE 1BR KING T|RATE COVERS DOUBLE OCCUPANCY. TRANSFERS TO,8,"stay, breakfast, room, includes, king, rate, guest, adults, senior",-1,Outlier,16,sq ft king bed bed sq suite sq view king,2,single room room single single bed living area area comp,16,sq ft bed sq beds sq suite sq ft free,43,pay save save non non cx breakfast plus plus bedroom
16,16,TRIPADVISOR PLUS|ADA ROOM - AC-SITTING AREA-FREE WI-FI-DESK LG ROLL-IN SHOWER - INC CONT BREAKFAST,Accessible Room,TRIPADVISOR PLUS|ACCESSIBLE ROOM - AC-SITTING AREA-FREE WI-FI-DESK LG ROLL-IN SHOWER - INC CONT BREAKFAST,17,"accessible, plus, hearing, mobility, tripadvisor, shower, door, king, vis",0,"wifi, free, tv, room, bed",33,tripadvisor plus plus rate king bed ocean view rate deluxe,14,tripadvisor plus plus rate king non signature bungalow business rate,32,tripadvisor plus plus rate ocean view rate double king room,44,queen room standard queen view queen city view room city
17,17,FLEXIBLE RATE|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Accessible Room,FLEXIBLE RATE|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN WITHMICRO/FRIDGE,7,"studio, suite, sofabed, king, fridge, hdtv, nonsmoking, queen, bed",0,"wifi, free, tv, room, bed",17,studio suite queen beds beds studio wi fi nonsmoking free,29,free brkfst withmicro fridge kitchen withmicro stay pass sq ft,17,studio suite queen beds beds studio wi fi nonsmoking free,42,studio suite wi fi beds studio queen beds free wi
18,18,2X POINTS PACKAGE|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Accessible Room,2X POINTS PACKAGE|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN WITHMICRO/FRIDGE,7,"studio, suite, sofabed, king, fridge, hdtv, nonsmoking, queen, bed",0,"wifi, free, tv, room, bed",17,studio suite queen beds beds studio wi fi nonsmoking free,29,free brkfst withmicro fridge kitchen withmicro stay pass sq ft,17,studio suite queen beds beds studio wi fi nonsmoking free,42,studio suite wi fi beds studio queen beds free wi
19,19,SEMI-FLEX|2QUEEN HEARING ACCESSIBLE STUDIO SUITE NOSMOK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,SEMI-FLEX|2QUEEN HEARING ACCESSIBLE STUDIO SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,17,"accessible, plus, hearing, mobility, tripadvisor, shower, door, king, vis",5,"hearing, vis, door, alrt, phn",15,hearing accessible door phn phn alrt firealrm door vis firealrm,13,phone alert door phone alarm door hearing accessible visual alarm,15,hearing accessible door phn phn alrt firealrm door vis firealrm,13,door phone phone alert bi level hearing accessible alarm door
20,20,PARK AND STAY AAA|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Accessible Room,PARK AND STAY AAA|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN WITHMICRO/FRIDGE,7,"studio, suite, sofabed, king, fridge, hdtv, nonsmoking, queen, bed",0,"wifi, free, tv, room, bed",17,studio suite queen beds beds studio wi fi nonsmoking free,29,free brkfst withmicro fridge kitchen withmicro stay pass sq ft,17,studio suite queen beds beds studio wi fi nonsmoking free,42,studio suite wi fi beds studio queen beds free wi
21,21,PARK AND STAY AARP|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Accessible Room,PARK AND STAY AARP|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN WITHMICRO/FRIDGE,7,"studio, suite, sofabed, king, fridge, hdtv, nonsmoking, queen, bed",0,"wifi, free, tv, room, bed",17,studio suite queen beds beds studio wi fi nonsmoking free,29,free brkfst withmicro fridge kitchen withmicro stay pass sq ft,17,studio suite queen beds beds studio wi fi nonsmoking free,42,studio suite wi fi beds studio queen beds free wi
22,22,SEMI-FLEX|1KING HEARING ACCESSIBLE STUDIO SUITE NOSMOK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,SEMI-FLEX|1KING HEARING ACCESSIBLE STUDIO SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,17,"accessible, plus, hearing, mobility, tripadvisor, shower, door, king, vis",5,"hearing, vis, door, alrt, phn",15,hearing accessible door phn phn alrt firealrm door vis firealrm,13,phone alert door phone alarm door hearing accessible visual alarm,15,hearing accessible door phn phn alrt firealrm door vis firealrm,13,door phone phone alert bi level hearing accessible alarm door
23,23,PARK AND GO|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Accessible Room,PARK AND GO|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN WITHMICRO/FRIDGE,7,"studio, suite, sofabed, king, fridge, hdtv, nonsmoking, queen, bed",0,"wifi, free, tv, room, bed",17,studio suite queen beds beds studio wi fi nonsmoking free,29,free brkfst withmicro fridge kitchen withmicro stay pass sq ft,17,studio suite queen beds beds studio wi fi nonsmoking free,42,studio suite wi fi beds studio queen beds free wi
24,24,FLEXIBLE RATE|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,FLEXIBLE RATE|1KING MOBILTY/HEARING ACCESSIBLE RI SHWR SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,17,"accessible, plus, hearing, mobility, tripadvisor, shower, door, king, vis",5,"hearing, vis, door, alrt, phn",15,hearing accessible door phn phn alrt firealrm door vis firealrm,13,phone alert door phone alarm door hearing accessible visual alarm,15,hearing accessible door phn phn alrt firealrm door vis firealrm,13,door phone phone alert bi level hearing accessible alarm door
25,25,2X POINTS PACKAGE|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,2X POINTS PACKAGE|1KING MOBILTY/HEARING ACCESSIBLE RI SHWR SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,17,"accessible, plus, hearing, mobility, tripadvisor, shower, door, king, vis",-1,Outlier,15,hearing accessible door phn phn alrt firealrm door vis firealrm,13,phone alert door phone alarm door hearing accessible visual alarm,15,hearing accessible door phn phn alrt firealrm door vis firealrm,13,door phone phone alert bi level hearing accessible alarm door
26,26,PARK AND STAY AAA|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,PARK AND STAY AAA|1KING MOBILTY/HEARING ACCESSIBLE RI SHWR SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,17,"accessible, plus, hearing, mobility, tripadvisor, shower, door, king, vis",5,"hearing, vis, door, alrt, phn",15,hearing accessible door phn phn alrt firealrm door vis firealrm,13,phone alert door phone alarm door hearing accessible visual alarm,15,hearing accessible door phn phn alrt firealrm door vis firealrm,13,door phone phone alert bi level hearing accessible alarm door
27,27,PARK AND STAY AARP|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,PARK AND STAY AARP|1KING MOBILTY/HEARING ACCESSIBLE RI SHWR SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,17,"accessible, plus, hearing, mobility, tripadvisor, shower, door, king, vis",5,"hearing, vis, door, alrt, phn",15,hearing accessible door phn phn alrt firealrm door vis firealrm,13,phone alert door phone alarm door hearing accessible visual alarm,15,hearing accessible door phn phn alrt firealrm door vis firealrm,13,door phone phone alert bi level hearing accessible alarm door
28,28,PARK AND GO|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,PARK AND GO|1KING MOBILTY/HEARING ACCESSIBLE RI SHWR SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,17,"accessible, plus, hearing, mobility, tripadvisor, shower, door, king, vis",5,"hearing, vis, door, alrt, phn",15,hearing accessible door phn phn alrt firealrm door vis firealrm,13,phone alert door phone alarm door hearing accessible visual alarm,15,hearing accessible door phn phn alrt firealrm door vis firealrm,13,door phone phone alert bi level hearing accessible alarm door
29,29,TRIP ADVISOR|2QUEEN BEDS MINI FRIDGE 43 TV 318 SQ FT 5 PPL ADA ROOMS AVAIL UPON REQUEST COMP BOTTLED H20 BREAKFAST IN OUR RESTAURANT,Accessible Room,TRIP ADVISOR|2QUEEN BEDS MINI FRIDGE 43 TV 318 SQ FT 5 PPL ACCESSIBLE ROOMS AVAIL UPON REQUEST COMP BOTTLED H20 BREAKFAST IN OUR RESTAURANT,10,"non, smoking, free, wifi, king, suite, bed, breakfast, fridge",0,"wifi, free, tv, room, bed",16,sq ft king bed bed sq suite sq view king,4,rate details guest room stay breakfast breakfast rate room guest,16,sq ft bed sq beds sq suite sq ft free,40,king bed junior suite comp wifi deluxe suite rate king
30,30,STANDARD RATE ADA KING SHR NSB|ADA KING ROOM WITH ACCESSIBLE SHOWER,Accessible Room,STANDARD RATE ACCESSIBLE KING SHR NSB|ACCESSIBLE KING ROOM WITH ACCESSIBLE SHOWER,17,"accessible, plus, hearing, mobility, tripadvisor, shower, door, king, vis",-1,Outlier,30,room king guest room luxury room king bed room guest,17,classic suite suite king suite accessible cottage suite city view,11,mini fridge wifi mini iron board comp wifi room comp,48,subject availability bedroom apt queen arrive lounge dining bed type
31,31,CANCELLATION POLICY: DAY OF AR|SUPERIOR ACCESSIBLE ROOM KING BED-350 SQFT-LUXURY BATH AMENITIES-FREE WIFI-MAX 2 PPL CANCELLATION POLICY: DAY OF ARRIVAL AT 4 PM EXEMPT FROM FACILITY FEE REVERE CLUB ACCESS,Accessible Room,CANCELLATION POLICY: DAY OF AR|SUPERIOR ACCESSIBLE ROOM KING BED-350 SQFT-LUXURY BATH AMENITIES-FREE WIFI-MAX 2 PPL CANCELLATION POLICY: DAY OF ARRIVAL AT 4 PM EXEMPT FROM FACILITY FEE REVERE CLUB ACCESSIBLE,33,"advance, points, purchase, room, bonus, saver, bed, includes, nt",15,"cancel, policy, day, cancellation, revere",30,room king guest room luxury room king bed room guest,28,premium suite wifi suite suite drinks drinks snacks includes wifi,28,king bed suite king bed sq room king bungalow king,47,guest room regular rate rate flexible room king flexible rate
32,32,SEMI-FLEX|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Accessible Room,SEMI-FLEX|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN WITHMICRO/FRIDGE,7,"studio, suite, sofabed, king, fridge, hdtv, nonsmoking, queen, bed",0,"wifi, free, tv, room, bed",17,studio suite queen beds beds studio wi fi nonsmoking free,29,free brkfst withmicro fridge kitchen withmicro stay pass sq ft,17,studio suite queen beds beds studio wi fi nonsmoking free,42,studio suite wi fi beds studio queen beds free wi
33,33,CANCELLATION POLICY: DAY OF AR|SUPERIOR ACCESSIBLE ROOM 2 QUEEN BED-350 SQFT-LIVING SPACE-ROLL IN SHOWER-FREE WIFI-MAX 4 PPL CANCELLATION POLICY: DAY OF ARRIVAL AT 4 PM EXEMPT FROM FACILITY FEE REVERE CLUB ACCESS,Accessible Room,CANCELLATION POLICY: DAY OF AR|SUPERIOR ACCESSIBLE ROOM 2 QUEEN BED-350 SQFT-LIVING SPACE-ROLL IN SHOWER-FREE WIFI-MAX 4 PPL CANCELLATION POLICY: DAY OF ARRIVAL AT 4 PM EXEMPT FROM FACILITY FEE REVERE CLUB ACCESSIBLE,33,"advance, points, purchase, room, bonus, saver, bed, includes, nt",15,"cancel, policy, day, cancellation, revere",26,room queen queen bed queen room queen beds queen size,28,premium suite wifi suite suite drinks drinks snacks includes wifi,26,room queen queen bed queen room queen beds guest room,47,guest room regular rate rate flexible room king flexible rate
34,34,FLEXIBLE RATE|ACCESSIBLE SKYLINE CATHEDRAL VIEW KING - 360 SF OR 33 SM - ADA COMPLIANT ROOM ON HIGH FLOOR,Accessible Room,FLEXIBLE RATE|ACCESSIBLE SKYLINE CATHEDRAL VIEW KING - 360 SF OR 33 SM - ACCESSIBLE COMPLIANT ROOM ON HIGH FLOOR,34,"floor, view, high, room, king, city, free, skyline, windows",1,"rate, flexible, room, bed, king",14,flexible rate best flexible rate king king bed rate room,16,family room rate premium flexible rate king bed sf sm,47,city view king city bed city room city bed breakfast,0,rainbow hotels world rainbow hotels bar tv air ensuite wifi
35,35,FLEXIBLE RATE|ACCESSIBLE SKYLINE CATHEDRAL VIEW TWO DBL BEDS - 360 SF OR 33 SM - ADA COMPLIANT ROOM,Accessible Room,FLEXIBLE RATE|ACCESSIBLE SKYLINE CATHEDRAL VIEW TWO DOUBLE BEDS - 360 SF OR 33 SM - ACCESSIBLE COMPLIANT ROOM,20,"room, hotel, best, type, meet, arrive, subject, preference, bed",1,"rate, flexible, room, bed, king",27,room double double bed double room double beds comfort room,16,family room rate premium flexible rate king bed sf sm,39,room double double bed comfort room double beds double room,0,rainbow hotels world rainbow hotels bar tv air ensuite wifi
36,36,WORLD RAINBOW HOTELS BAR|ACCESSIBLE SKYLINE CATHEDRAL VIEW KING - 360 SF OR 33 SM - ADA COMPLIANT ROOM ON HIGH FLOOR,Accessible Room,WORLD RAINBOW HOTELS BAR|ACCESSIBLE SKYLINE CATHEDRAL VIEW KING - 360 SF OR 33 SM - ACCESSIBLE COMPLIANT ROOM ON HIGH FLOOR,34,"floor, view, high, room, king, city, free, skyline, windows",-1,Outlier,20,city view king city bed city room city bed breakfast,16,family room rate premium flexible rate king bed sf sm,43,double room wifi tv ensuite wifi room ensuite tv parking,0,rainbow hotels world rainbow hotels bar tv air ensuite wifi
37,37,TRIPADVISOR PLUS RATE|MOBILITY ACCESSIBLE TWO QUEEN GULF VIEW ROOM FURNISHED BALCONY 15PCT OFF 20USD CREDIT DAILY WELCOME GIFT,Accessible Room,TRIPADVISOR PLUS RATE|MOBILITY ACCESSIBLE TWO QUEEN GULF VIEW ROOM FURNISHED BALCONY 15PCT OFF 20USD CREDIT DAILY WELCOME GIFT,17,"accessible, plus, hearing, mobility, tripadvisor, shower, door, king, vis",0,"wifi, free, tv, room, bed",33,tripadvisor plus plus rate king bed ocean view rate deluxe,29,free brkfst withmicro fridge kitchen withmicro stay pass sq ft,32,tripadvisor plus plus rate ocean view rate double king room,39,tripadvisor plus plus rate king bed sq ft rate luxury
38,38,FLEXIBLE RATE|ACCESSIBLE TOWERS ROOM TWO QUEENS - 465 SF OR 43 SM - ADA ROOM ON FLOORS 41 TO 55,Accessible Room,FLEXIBLE RATE|ACCESSIBLE TOWERS ROOM TWO QUEENS - 465 SF OR 43 SM - ACCESSIBLE ROOM ON FLOORS 41 TO 55,20,"room, hotel, best, type, meet, arrive, subject, preference, bed",1,"rate, flexible, room, bed, king",14,flexible rate best flexible rate king king bed rate room,26,roll shower accessible roll free wifi king bed flexible rate,14,flexible rate best flexible rate king rate standard king room,0,rainbow hotels world rainbow hotels bar tv air ensuite wifi
39,39,WORLD RAINBOW HOTELS BAR|ACCESSIBLE SKYLINE CATHEDRAL VIEW TWO DBL BEDS - 360 SF OR 33 SM - ADA COMPLIANT ROOM,Accessible Room,WORLD RAINBOW HOTELS BAR|ACCESSIBLE SKYLINE CATHEDRAL VIEW TWO DOUBLE BEDS - 360 SF OR 33 SM - ACCESSIBLE COMPLIANT ROOM,20,"room, hotel, best, type, meet, arrive, subject, preference, bed",-1,Outlier,27,room double double bed double room double beds comfort room,16,family room rate premium flexible rate king bed sf sm,43,double room wifi tv ensuite wifi room ensuite tv parking,0,rainbow hotels world rainbow hotels bar tv air ensuite wifi
40,40,TRIP ADVISOR PLUS RATE|ADA DELUXE KING-CITY VIEW-1 KING-374SQFT- WIFI-ROLL IN SHOWER-LUXURY LINENS,Accessible Room,TRIP ADVISOR PLUS RATE|ACCESSIBLE DELUXE KING-CITY VIEW-1 KING-374SQFT- WIFI-ROLL IN SHOWER-LUXURY LINENS,17,"accessible, plus, hearing, mobility, tripadvisor, shower, door, king, vis",0,"wifi, free, tv, room, bed",20,city view king city bed city room city bed breakfast,14,tripadvisor plus plus rate king non signature bungalow business rate,47,city view king city bed city room city bed breakfast,39,tripadvisor plus plus rate king bed sq ft rate luxury
41,41,FLEXIBLE RATE|KING BED URBAN ROOM MOBILITY ACCESS BATHTUB 30USD MAND CHG/CONTEMP DESIGN/55 IN TV/FRIDGE,Accessible Room,FLEXIBLE RATE|KING BED URBAN ROOM MOBILITY ACCESSIBLE BATHTUB 30USD MAND CHG/CONTEMP DESIGN/55 IN TV/FRIDGE,28,"loft, king, suite, bed, style, level, large, bi, corner",0,"wifi, free, tv, room, bed",14,flexible rate best flexible rate king king bed rate room,32,flight centre single room king bed corporate rate wifi espresso,28,king bed suite king bed sq room king bungalow king,39,tripadvisor plus plus rate king bed sq ft rate luxury
