description,current_label,cluster,tsne_x,tsne_y
TRIPADVISOR PLUS|ADA ROOM - AC-SITTING AREA-FREE WI-FI-DESK LG ROLL-IN SHOWER - INC CONT BREAKFAST,Accessible Room,32,-30.562862,-90.1015
FLEXIBLE RATE|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Accessible Room,17,-96.27765,49.444145
2X POINTS PACKAGE|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Accessible Room,7,-111.987335,2.3823273
SEMI-FLEX|2QUEEN HEARING ACCESSIBLE STUDIO SUITE NOSMOK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,4,-95.522415,-46.02672
PARK AND STAY AAA|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Accessible Room,22,-97.94085,36.98728
PARK AND STAY AARP|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Accessible Room,34,-97.98542,37.097725
SEMI-FLEX|1KING HEARING ACCESSIBLE STUDIO SUITE NOSMOK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,4,-95.49552,-46.175327
PARK AND GO|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Accessible Room,34,-97.835625,36.801113
FLEXIBLE RATE|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,4,-93.464195,-47.491558
2X POINTS PACKAGE|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,4,-91.08892,-54.716812
PARK AND STAY AAA|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,4,-97.88184,-50.382694
PARK AND STAY AARP|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,4,-97.82687,-51.053097
PARK AND GO|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,4,-97.892845,-50.15744
TRIP ADVISOR|2QUEEN BEDS MINI FRIDGE 43 TV 318 SQ FT 5 PPL ADA ROOMS AVAIL UPON REQUEST COMP BOTTLED H20 BREAKFAST IN OUR RESTAURANT,Accessible Room,32,-22.250984,-3.1583734
STANDARD RATE ADA KING SHR NSB|ADA KING ROOM WITH ACCESSIBLE SHOWER,Accessible Room,27,-28.73072,-47.0993
CANCELLATION POLICY: DAY OF AR|SUPERIOR ACCESSIBLE ROOM KING BED-350 SQFT-LUXURY BATH AMENITIES-FREE WIFI-MAX 2 PPL CANCELLATION POLICY: DAY OF ARRIVAL AT 4 PM EXEMPT FROM FACILITY FEE REVERE CLUB ACCESS,Accessible Room,8,-23.8706,24.97963
SEMI-FLEX|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Accessible Room,15,-95.56906,35.584583
CANCELLATION POLICY: DAY OF AR|SUPERIOR ACCESSIBLE ROOM 2 QUEEN BED-350 SQFT-LIVING SPACE-ROLL IN SHOWER-FREE WIFI-MAX 4 PPL CANCELLATION POLICY: DAY OF ARRIVAL AT 4 PM EXEMPT FROM FACILITY FEE REVERE CLUB ACCESS,Accessible Room,8,-23.872301,24.980028
FLEXIBLE RATE|ACCESSIBLE SKYLINE CATHEDRAL VIEW KING - 360 SF OR 33 SM - ADA COMPLIANT ROOM ON HIGH FLOOR,Accessible Room,14,15.681645,29.071323
FLEXIBLE RATE|ACCESSIBLE SKYLINE CATHEDRAL VIEW TWO DBL BEDS - 360 SF OR 33 SM - ADA COMPLIANT ROOM,Accessible Room,14,15.679983,29.740122
WORLD RAINBOW HOTELS BAR|ACCESSIBLE SKYLINE CATHEDRAL VIEW KING - 360 SF OR 33 SM - ADA COMPLIANT ROOM ON HIGH FLOOR,Accessible Room,0,6.142413,110.41153
TRIPADVISOR PLUS RATE|MOBILITY ACCESSIBLE TWO QUEEN GULF VIEW ROOM FURNISHED BALCONY 15PCT OFF 20USD CREDIT DAILY WELCOME GIFT,Accessible Room,11,-18.124676,-99.23032
FLEXIBLE RATE|ACCESSIBLE TOWERS ROOM TWO QUEENS - 465 SF OR 43 SM - ADA ROOM ON FLOORS 41 TO 55,Accessible Room,12,15.393276,27.532497
WORLD RAINBOW HOTELS BAR|ACCESSIBLE SKYLINE CATHEDRAL VIEW TWO DBL BEDS - 360 SF OR 33 SM - ADA COMPLIANT ROOM,Accessible Room,0,6.2463307,110.383606
TRIP ADVISOR PLUS RATE|ADA DELUXE KING-CITY VIEW-1 KING-374SQFT- WIFI-ROLL IN SHOWER-LUXURY LINENS,Accessible Room,27,-16.439573,-62.225544
FLEXIBLE RATE|KING BED URBAN ROOM MOBILITY ACCESS BATHTUB 30USD MAND CHG/CONTEMP DESIGN/55 IN TV/FRIDGE,Accessible Room,14,-67.30735,40.81886
TRIP ADVISOR PLUS RATE|ADA DELUXE 2 QUEENS-CITY VW-2 QUEENS-495SQFT- WIFI-ROLL IN SHOWER-LUXURY LINENS,Accessible Room,34,-16.430384,-62.264988
BEST AVAILABLE RATE|1 KING MOBILITY/HEARING ACCESS W/TUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT,Accessible Room,4,-84.62049,-47.35815
FLEXIBLE RATE|URBAN 2 DOUBLE HEARING ACCESSIBLE 30USD MAND CHG/VIS FIREALRM/DOOR/PHN ALRT,Accessible Room,4,-85.175026,-44.448963
2X POINTS PACKAGE|1 KING MOBILITY/HEARING ACCESS W/TUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT,Accessible Room,4,-87.29732,-54.296955
"WYNDHAM REWARDS DOUBLE POINTS|1 KING BED ACCESSIBLE ROOM NSMK WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room,7,-86.12178,-73.83773
SEMI-FLEX|1 KING MOBILITY/HEARING ACCESS W/TUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT,Accessible Room,4,-85.21529,-42.429344
FLEXIBLE RATE|URBAN 1 KING MOBILITY ACCESS BATHTUB 30USD MAND CHG/VIS FIREALRM/DOOR/PHN ALRT,Accessible Room,14,-84.52324,-38.747272
BEST AVAILABLE RATE|1 KING HEARING ACCESS STUDIO W/SOFABED NS VIS FIREALRM/DOOR/PHN ALRT/SOFABED,Accessible Room,4,-83.55166,-47.439972
2X POINTS PACKAGE|1 KING HEARING ACCESS STUDIO W/SOFABED NS VIS FIREALRM/DOOR/PHN ALRT/SOFABED,Accessible Room,7,-86.869316,-54.6878
SEMI-FLEX|1 KING HEARING ACCESS STUDIO W/SOFABED NS VIS FIREALRM/DOOR/PHN ALRT/SOFABED,Accessible Room,4,-85.16413,-41.454502
WORLD RAINBOW HOTELS BAR|ACCESSIBLE TOWERS ROOM TWO QUEENS - 465 SF OR 43 SM - ADA ROOM ON FLOORS 41 TO 55,Accessible Room,0,5.2605395,110.57653
SEMI-FLEX|URBAN 2 DOUBLE HEARING ACCESSIBLE 30USD MAND CHG/VIS FIREALRM/DOOR/PHN ALRT,Accessible Room,4,-84.99226,-43.634655
"AAA HOT DEALS|1 KING BED ACCESSIBLE ROOM NSMK WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room,1,-66.97673,-26.566624
"BEST AVAILABLE RATE FLEXIBLE|1 KING BED ACCESSIBLE ROOM NSMK WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room,17,-72.75326,-4.764892
PARK STAY FLY ADA KING SHR NSB|FREE LONGTERM PARKING FOR UP TO 14 NIGHTS,Accessible Room,22,17.695053,41.96891
SNOOZE   CRUISE ADA KING SHR N|TRANSPORTATION FROM TAMPA AIRPORT TO HOTEL,Accessible Room,0,-33.446217,-53.284756
"PAY NOW SAVE NON-CX|1 KING BED ACCESSIBLE ROOM NSMK WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room,32,-108.05531,18.801018
"AAA RATE|1 KING BED ACCESSIBLE ROOM NSMK WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room,1,-61.532547,-24.404509
SEMI-FLEX|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,4,-94.854004,-45.805676
FLEXIBLE RATE|1 SOFA PARLOR MOBILITY ACCESS TUB NO SMOK PARLOR-CUSTOM KING SLEEPER SOFA,Accessible Room,14,-59.19495,7.0596204
2X POINTS PACKAGE|1 SOFA PARLOR MOBILITY ACCESS TUB NO SMOK PARLOR-CUSTOM KING SLEEPER SOFA,Accessible Room,7,-93.26382,-15.759421
FLEXIBLE RATE|2QN MOBILITY ACCESSIBLE W/BATHTUB COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room,8,-54.278584,23.83033
2X POINTS|2QN MOBILITY ACCESSIBLE W/BATHTUB COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room,7,-88.15024,-5.2303386
BREAKFAST INCLUDED|2QN MOBILITY ACCESSIBLE W/BATHTUB COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room,32,-53.913147,22.288126
FAMILY FUN PACKAGE.|1 SOFA PARLOR MOBILITY ACCESS TUB NO SMOK PARLOR-CUSTOM KING SLEEPER SOFA,Accessible Room,9,-59.254,7.0864134
SEMI-FLEX|URBAN 1 KING MOBILITY ACCESS BATHTUB 30USD MAND CHG/VIS FIREALRM/DOOR/PHN ALRT,Accessible Room,27,-84.53464,-38.803417
TRIPADVISOR PLUS RATE|ACCESSIBLE KING SUITE WITH FULL SOFA SLEEPER 500 SQ FT - ADA SHOWER - GROUND FLOOR,Accessible Room,27,-23.617443,-98.25926
"SENIOR DISCOUNT|1 KING BED ACCESSIBLE ROOM NSMK WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room,1,-67.321365,-18.515766
"AARP RATE|1 KING BED ACCESSIBLE ROOM NSMK WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room,30,-71.37594,-57.332214
JEAN GEORGES BED AND BREAKFAST|ADA ACCESSIBLE ROOM. KING BED. 450 SQFT. COURTYARD VIEW. COMP WIFI,Accessible Room,9,-51.974636,-42.728172
BEST AVAILABLE RATE|ADA ACCESSIBLE ROOM. KING BED. 450 SQFT. COURTYARD VIEW. COMP WIFI,Accessible Room,25,-30.890478,2.1535244
TRIPADVISOR PLUS RATE|2 ACCESSIBLE ROOMS KING BED FULL KITCHEN 1 QUEEN SLEEPER DINING AREA 2 BATHROOMS 15PCT OFF 20USD CREDIT DAILY WELCOME GIFT,Accessible Room,6,-26.307987,-99.09135
FLEXIBLE RATE|ACCESSIBLE SUPERIOR TWO DOUBLE BEDS - 360 SF OR 33 SM - ADA COMPLIANT ROOM,Accessible Room,14,16.064163,29.498152
CWT FREE WIFI FOR IHG REWARDS|MEMBERS. 10 IHG PTS PER 1 USD SPENT DESTINATION KING IC MOBILITY ACCESSIBLE ROLL IN SHWR MOBILITY ACCESSIBLE.  EXPECT MODERN ELEGANCE WHILE STAYING TRUE TO,Accessible Room,29,-95.96724,8.585429
TRIPADVISOR PLUS RATE|ADA DELUXE KING SHOWER ONLY 1 KING BED ,Accessible Room,27,-23.774967,-98.457214
STAY PARK FLY ADA 2BR 2D1K SHW|INCLUDES ONE NIGHT STAY AND 7 NIGHTS,Accessible Room,22,17.113659,42.57793
STANDARD RATE ADA KG TUB NO SB|ADA KING ROOM WITH ACCESSIBLE BATHTUB,Accessible Room,27,-27.706009,-45.591877
FLEXIBLE RATE|1 KING HEARING/MOBILITY ACCESS WITH BATHTUB VIS FIREALRM/DOOR/PHN ALRT-FRIDGE-340SQFT,Accessible Room,4,-85.72915,-46.24591
2X POINTS|1 KING HEARING/MOBILITY ACCESS WITH BATHTUB VIS FIREALRM/DOOR/PHN ALRT-FRIDGE-340SQFT,Accessible Room,4,-86.62041,-53.00123
DREAM AWAY|KING BED URBAN ROOM MOBILITY ACCESS BATHTUB 30USD MAND CHG/CONTEMP DESIGN/55 IN TV/FRIDGE,Accessible Room,27,-67.3388,40.782257
FLEXIBLE RATE|1KNG MOB ACC RI-SHW COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room,25,-56.780563,34.238262
2X POINTS|1KNG MOB ACC RI-SHW COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room,7,-87.97945,-7.4134
BREAKFAST INCLUDED|1KNG MOB ACC RI-SHW COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room,32,-107.71727,36.97222
WORLD RAINBOW HOTELS BAR|ACCESSIBLE SUPERIOR TWO DOUBLE BEDS - 360 SF OR 33 SM - ADA COMPLIANT ROOM,Accessible Room,5,6.2734394,110.43564
"FLEXIBLE RATE|RESORT ACCESSIBLE KING, 1 KING BED MOBILITY ACCESSIBLE THROUGHOUT ROOM",Accessible Room,14,40.789967,15.781603
TRIPADVISOR PLUS|SPANISH KING ACCESSIBLE ROOM BRK FOR 2 AND PRKING NO RST COMP WIFI PARKING HIST SPANISH BOUTIQUE HOTEL LOCATED ON THE BCH,Accessible Room,34,-24.226654,-87.95541
FLEXIBLE RATE|1KING HEARING ACCESSIBLE SUITE NONSMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,4,-93.654686,-48.36317
TRIPADVISOR PLUS|1 KING BED NON SMOKING ADA ACCESSIBLE WITH ROLL-IN SHOWER,Accessible Room,27,-29.583628,-51.190693
2X POINTS PACKAGE|1KING HEARING ACCESSIBLE SUITE NONSMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,4,-91.251724,-54.55076
PARK AND STAY AAA|1KING HEARING ACCESSIBLE SUITE NONSMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,4,-97.82531,-50.369743
PARK AND STAY AARP|1KING HEARING ACCESSIBLE SUITE NONSMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,4,-97.81465,-51.02539
"FLEXIBLE RATE|RESORT ACCESSIBLE TWO QUEEN, 2 QUEEN BEDS MOBILITY ACCESSIBLE THROUGHOUT ROOM",Accessible Room,14,40.86897,15.891164
PARK AND GO|1KING HEARING ACCESSIBLE SUITE NONSMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,4,-97.81659,-50.102943
FLEXIBLE RATE|1 KING MOBILITY/HEARING ACCESSIBLE W/ BATHTUB VIS DOORBELL ALRT AND VIS PHONE ALRT,Accessible Room,4,-87.70398,-48.40923
FLEXIBLE RATE|2 DBL MOBILITY ACCESS W/ RI SHWR NO SMOK SWEET DREAMS EXPERIENCE BED,Accessible Room,17,-61.446968,8.622824
2X POINTS PACKAGE|2 DBL MOBILITY ACCESS W/ RI SHWR NO SMOK SWEET DREAMS EXPERIENCE BED,Accessible Room,7,-94.07312,-14.836722
TRIPADVISOR PLUS|KING ACCESSIBLE ROOM WITH ROLL IN SHOWER NO RST COMP WIFI PARKING HIST SPANISH BOUTIQUE HOTEL LOCATED ON THE BCH,Accessible Room,34,-24.236055,-87.97162
2X POINTS|1 KING MOBILITY/HEARING ACCESSIBLE W/ BATHTUB VIS DOORBELL ALRT AND VIS PHONE ALRT,Accessible Room,4,-87.05557,-51.820995
DINE AND UNWIND|1KNG MOB ACC RI-SHW COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room,8,-56.96055,33.93505
FAMILY FUN PACKAGE.|2 DBL MOBILITY ACCESS W/ RI SHWR NO SMOK SWEET DREAMS EXPERIENCE BED,Accessible Room,34,-60.34876,8.364411
"TRIPADVISOR PLUS RATE|1 QUEEN MOBILITY ACCESSIBLE ROOM, GENESEE BUILDING NSMK WITH FREE WIFI, BATHTUB GRAB BARS",Accessible Room,34,-34.679752,-97.68816
BREAKFAST INCLUDED|1 KING HEARING/MOBILITY ACCESS WITH BATHTUB VIS FIREALRM/DOOR/PHN ALRT-FRIDGE-340SQFT,Accessible Room,32,-80.29041,-36.209946
FLEXIBLE RATE|ACCESSIBLE SUPERIOR KING - 360 SF OR 33 SM - ADA COMPLIANT ROOM,Accessible Room,14,15.875542,29.214443
"FLEXIBLE RATE|RESORT ACCESSIBLE ROOM, 1 KING BED 510 SQ FT, MULTIPLE VIEWS, SAFETY BARS",Accessible Room,14,31.5227,13.881131
FLEXIBLE RATE|1KING MOBILTY/HEARING ACCESS TUB STUDIO NOSMK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,4,-93.006676,-47.273556
FLEXIBLE RATE|2 DOUBLE MOBILITY ACCESSIBLE W/ RI SHWR 37IN FLAT SCREEN HDTV / COMP FITNESS CENTER,Accessible Room,17,-51.77259,40.043552
2X POINTS PACKAGE|1KING MOBILTY/HEARING ACCESS TUB STUDIO NOSMK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,4,-91.0709,-54.469284
FLEXIBLE RATE|1KG MOB/HEAR ACC TUB-FITNESS RM W/CHIN UP BAR VIS FIREALRM/DOOR/PHN ALRT-TRX SUSP TRAIN BAR,Accessible Room,4,-87.8807,-32.746853
PARK AND STAY AAA|1KING MOBILTY/HEARING ACCESS TUB STUDIO NOSMK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,4,-97.85631,-50.321346
PARK AND STAY AARP|1KING MOBILTY/HEARING ACCESS TUB STUDIO NOSMK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,4,-97.82873,-51.075207
PARK AND GO|1KING MOBILTY/HEARING ACCESS TUB STUDIO NOSMK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,4,-97.87618,-50.023407
JP MORGAN CHASE AND COMP|WIFI. 6 PM CXL. 10 IHG PTS PER 1USD SPENT. KING IC MOBILITY ACCESSIBLE ROLL IN SHWR MOBILITY ACCESSIBLE.  EXPECT MODERN ELEGANCE WHILE STAYING TRUE TO,Accessible Room,34,-57.73793,-80.18878
SEMI-FLEX|1KG MOB/HEAR ACC TUB-FITNESS RM W/CHIN UP BAR VIS FIREALRM/DOOR/PHN ALRT-TRX SUSP TRAIN BAR,Accessible Room,4,-87.88462,-32.737953
FLEXIBLE RATE|2 DOUBLE BEDS MOBILITY ACCESSIBLE W/ BATHTUB 37IN FLAT SCREEN HDTV / COMP FITNESS CENTER,Accessible Room,17,-51.6728,39.992928
CWT SMALLBIZ -24HR CXL LATE CK|1KG MOB/HEAR ACC TUB-FITNESS RM W/CHIN UP BAR VIS FIREALRM/DOOR/PHN ALRT-TRX SUSP TRAIN BAR,Accessible Room,4,-87.893074,-32.722584
OUR BEST AVAILABLE RATE|ACCESSIBLE 2 QUEENS APPROX 395 SQ FT - JULIET BALCONY ADA ROOM - WHEELCHAIR ACCESSIBLE BATH,Accessible Room,27,-9.141606,-39.604313
2X POINTS|2 DOUBLE MOBILITY ACCESSIBLE W/ RI SHWR 37IN FLAT SCREEN HDTV / COMP FITNESS CENTER,Accessible Room,7,-89.43478,-10.695167
"FLEXIBLE RATE|PARK MGM KING - 1 KING BED ACCESSIBLE 406 SQ FT, BEDSIDE OUTLETS, SAFETY BAR",Accessible Room,14,29.565954,14.490539
"FLEXIBLE RATE|PARK ACC KING ROLL IN SHOWER, 1 KING BED 406 SQ FT, ROLL IN SHOWER, SAFETY BAR",Accessible Room,14,14.392732,10.968361
DAILY PARKING PKG PACKAGE|INCLUDES ROOM ACCOMMODATIONS AND PARKING FOR 1 QUEEN BED MOBILITY ACCESS TUB NS IN THIS CONTEMPORARY ONE QUEEN BED MOBILITY ACCESSIBLE GUEST ROOM GUESTS WILL ENJOY A,Accessible Room,22,26.497486,47.12097
BREAKFAST FOR 2 ADULTS FULL|BREAKFAST DAILY FOR UP TO TWO ADULTS SHARING A 1 QUEEN BED MOBILITY ACCESS TUB NS IN THIS CONTEMPORARY ONE QUEEN BED MOBILITY ACCESSIBLE GUEST ROOM GUESTS WILL ENJOY A,Accessible Room,3,47.24296,-62.426743
BEST FLEXIBLE RATE|1 QUEEN BED MOBILITY ACCESS TUB NS IN THIS CONTEMPORARY ONE QUEEN BED MOBILITY ACCESSIBLE GUEST ROOM GUESTS WILL ENJOY A,Accessible Room,14,-31.151394,-40.66766
DAILY PARKING PKG PACKAGE|INCLUDES ROOM ACCOMMODATIONS AND PARKING FOR 1 KING BED HEARING ACCESSIBLE NS IN THIS CONTEMPORARY ONE KING BED HEARING ACCESSIBLE GUEST ROOM GUESTS WILL ENJOY A,Accessible Room,22,26.76806,47.164547
BREAKFAST FOR 2 ADULTS FULL|BREAKFAST DAILY FOR UP TO TWO ADULTS SHARING A 1 KING BED HEARING ACCESSIBLE NS IN THIS CONTEMPORARY ONE KING BED HEARING ACCESSIBLE GUEST ROOM GUESTS WILL ENJOY A,Accessible Room,3,48.277767,-63.143845
BEST FLEXIBLE RATE|1 KING BED HEARING ACCESSIBLE NS IN THIS CONTEMPORARY ONE KING BED HEARING ACCESSIBLE GUEST ROOM GUESTS WILL ENJOY A,Accessible Room,14,-82.225334,-49.96134
JP MORGAN CHASE -PREFERRED RAT|1KG MOB/HEAR ACC TUB-FITNESS RM W/CHIN UP BAR VIS FIREALRM/DOOR/PHN ALRT-TRX SUSP TRAIN BAR,Accessible Room,34,-66.14552,-77.32059
FLEXIBLE RATE|1 KING MOBILITY/HEARING ACCESS W/ ROLL IN SHW VIS FIREALRM/DOOR/PHN ALRT,Accessible Room,4,-86.28486,-44.987602
AARP RATE|KING BED-ACCESSIBLE-NON-SMOKING -EXCLUSIVE RATE FOR AARP MEMBERS,Accessible Room,30,-66.082115,-64.418594
FLEXIBLE RATE|1 KING MOBILITY/HEARING ACCESS W/ RI SHWR VISUAL FIREALARM/DOOR/PHONE ALERT,Accessible Room,4,-92.14019,-47.6349
ADVANCE SAVER|1 KING BED HEARING ACCESSIBLE NS IN THIS CONTEMPORARY ONE KING BED HEARING ACCESSIBLE GUEST ROOM GUESTS WILL ENJOY A,Accessible Room,9,-82.194084,-50.021164
WORLD RAINBOW HOTELS BAR|ACCESSIBLE SUPERIOR KING - 360 SF OR 33 SM - ADA COMPLIANT ROOM,Accessible Room,0,6.259748,110.396255
ADVANCE SAVER|1 QUEEN BED MOBILITY ACCESS TUB NS IN THIS CONTEMPORARY ONE QUEEN BED MOBILITY ACCESSIBLE GUEST ROOM GUESTS WILL ENJOY A,Accessible Room,27,-31.17068,-40.64524
"BREAKFAST, WIFI  PARKING|1 SOFA PARLOR MOBILITY ACCESS TUB NO SMOK PARLOR-CUSTOM KING SLEEPER SOFA",Accessible Room,32,-59.165733,6.9983306
2X POINTS|1 KING MOBILITY/HEARING ACCESS W/ ROLL IN SHW VIS FIREALRM/DOOR/PHN ALRT,Accessible Room,4,-87.46715,-53.262775
BEST AVAILABLE RATE|2 QUEENS HEARING ACCESSIBLE NONSMOKING VIS FIREALRM/DOOR/PHN ALRT/HDTV,Accessible Room,4,-83.11682,-47.406734
2X POINTS PACKAGE|2 QUEENS HEARING ACCESSIBLE NONSMOKING VIS FIREALRM/DOOR/PHN ALRT/HDTV,Accessible Room,4,-87.04732,-54.56829
BEST AVAILABLE RATE|1 KING HEARING ACCESSIBLE SUITE NONSMOKING VIS FIREALRM/DOOR/PHN ALRT/SOFABED,Accessible Room,4,-83.48406,-47.317112
2X POINTS PACKAGE|1 KING HEARING ACCESSIBLE SUITE NONSMOKING VIS FIREALRM/DOOR/PHN ALRT/SOFABED,Accessible Room,4,-87.016464,-54.485813
HOLIDAY WEEKEND PKG|2 QUEENS HEARING ACCESSIBLE NONSMOKING VIS FIREALRM/DOOR/PHN ALRT/HDTV,Accessible Room,4,-81.0418,-46.736202
BEST AVAILABLE RATE WITH DINNE|ACCESSIBLE ROOM FULLY EQUIPPED FREE IN ROOM WI-FI AVAILABLE,Accessible Room,25,-27.0985,36.613636
AAA FLEXIBLE OFFER|ACCESSIBLE SKYLINE CATHEDRAL VIEW KING - 360 SF OR 33 SM - ADA COMPLIANT ROOM ON HIGH FLOOR,Accessible Room,12,15.669675,29.061573
HOLIDAY WEEKEND PKG|1 KING HEARING ACCESSIBLE SUITE NONSMOKING VIS FIREALRM/DOOR/PHN ALRT/SOFABED,Accessible Room,4,-81.07515,-46.649338
